5	1.71963e-11
4.998	1.75517e-11
4.996	1.79144e-11
4.994	1.82843e-11
4.992	1.86617e-11
4.99	1.90468e-11
4.988	1.94396e-11
4.986	1.98404e-11
4.984	2.02493e-11
4.982	2.06664e-11
4.98	2.10919e-11
4.978	2.1526e-11
4.976	2.19689e-11
4.974	2.24207e-11
4.972	2.28816e-11
4.97	2.33518e-11
4.968	2.38314e-11
4.966	2.43207e-11
4.964	2.48198e-11
4.962	2.5329e-11
4.96	2.58484e-11
4.958	2.63782e-11
4.956	2.69187e-11
4.954	2.747e-11
4.952	2.80324e-11
4.95	2.86061e-11
4.948	2.91913e-11
4.946	2.97882e-11
4.944	3.03971e-11
4.942	3.10181e-11
4.94	3.16517e-11
4.938	3.22979e-11
4.936	3.2957e-11
4.934	3.36293e-11
4.932	3.43151e-11
4.93	3.50146e-11
4.928	3.57281e-11
4.926	3.64558e-11
4.924	3.71981e-11
4.922	3.79551e-11
4.92	3.87273e-11
4.918	3.95149e-11
4.916	4.03182e-11
4.914	4.11376e-11
4.912	4.19732e-11
4.91	4.28255e-11
4.908	4.36948e-11
4.906	4.45814e-11
4.904	4.54857e-11
4.902	4.64079e-11
4.9	4.73485e-11
4.898	4.83078e-11
4.896	4.92862e-11
4.894	5.0284e-11
4.892	5.13016e-11
4.89	5.23395e-11
4.888	5.33979e-11
4.886	5.44774e-11
4.884	5.55783e-11
4.882	5.6701e-11
4.88	5.7846e-11
4.878	5.90137e-11
4.876	6.02046e-11
4.874	6.1419e-11
4.872	6.26575e-11
4.87	6.39205e-11
4.868	6.52085e-11
4.866	6.6522e-11
4.864	6.78614e-11
4.862	6.92274e-11
4.86	7.06204e-11
4.858	7.20409e-11
4.856	7.34894e-11
4.854	7.49666e-11
4.852	7.6473e-11
4.85	7.8009e-11
4.848	7.95754e-11
4.846	8.11727e-11
4.844	8.28015e-11
4.842	8.44624e-11
4.84	8.61561e-11
4.838	8.78831e-11
4.836	8.96441e-11
4.834	9.14398e-11
4.832	9.32709e-11
4.83	9.5138e-11
4.828	9.70419e-11
4.826	9.89832e-11
4.824	1.00963e-10
4.822	1.02981e-10
4.82	1.05039e-10
4.818	1.07138e-10
4.816	1.09277e-10
4.814	1.11459e-10
4.812	1.13684e-10
4.81	1.15952e-10
4.808	1.18265e-10
4.806	1.20623e-10
4.804	1.23027e-10
4.802	1.25478e-10
4.8	1.27978e-10
4.798	1.30526e-10
4.796	1.33125e-10
4.794	1.35774e-10
4.792	1.38475e-10
4.79	1.41229e-10
4.788	1.44037e-10
4.786	1.469e-10
4.784	1.49819e-10
4.782	1.52795e-10
4.78	1.55829e-10
4.778	1.58922e-10
4.776	1.62076e-10
4.774	1.65291e-10
4.772	1.68569e-10
4.77	1.71911e-10
4.768	1.75319e-10
4.766	1.78792e-10
4.764	1.82334e-10
4.762	1.85945e-10
4.76	1.89625e-10
4.758	1.93378e-10
4.756	1.97204e-10
4.754	2.01104e-10
4.752	2.05081e-10
4.75	2.09134e-10
4.748	2.13267e-10
4.746	2.1748e-10
4.744	2.21775e-10
4.742	2.26153e-10
4.74	2.30617e-10
4.738	2.35167e-10
4.736	2.39806e-10
4.734	2.44535e-10
4.732	2.49355e-10
4.73	2.5427e-10
4.728	2.59279e-10
4.726	2.64386e-10
4.724	2.69592e-10
4.722	2.74899e-10
4.72	2.80309e-10
4.718	2.85824e-10
4.716	2.91445e-10
4.714	2.97176e-10
4.712	3.03018e-10
4.71	3.08972e-10
4.708	3.15042e-10
4.706	3.2123e-10
4.704	3.27537e-10
4.702	3.33966e-10
4.7	3.4052e-10
4.698	3.472e-10
4.696	3.5401e-10
4.694	3.60951e-10
4.692	3.68026e-10
4.69	3.75238e-10
4.688	3.82589e-10
4.686	3.90082e-10
4.684	3.9772e-10
4.682	4.05505e-10
4.68	4.13441e-10
4.678	4.21529e-10
4.676	4.29774e-10
4.674	4.38177e-10
4.672	4.46742e-10
4.67	4.55473e-10
4.668	4.64371e-10
4.666	4.73441e-10
4.664	4.82686e-10
4.662	4.92108e-10
4.66	5.01712e-10
4.658	5.11501e-10
4.656	5.21477e-10
4.654	5.31646e-10
4.652	5.4201e-10
4.65	5.52574e-10
4.648	5.6334e-10
4.646	5.74314e-10
4.644	5.85498e-10
4.642	5.96896e-10
4.64	6.08514e-10
4.638	6.20355e-10
4.636	6.32422e-10
4.634	6.44722e-10
4.632	6.57257e-10
4.63	6.70032e-10
4.628	6.83052e-10
4.626	6.96322e-10
4.624	7.09846e-10
4.622	7.23629e-10
4.62	7.37676e-10
4.618	7.51992e-10
4.616	7.66582e-10
4.614	7.8145e-10
4.612	7.96604e-10
4.61	8.12047e-10
4.608	8.27785e-10
4.606	8.43825e-10
4.604	8.6017e-10
4.602	8.76828e-10
4.6	8.93805e-10
4.598	9.11105e-10
4.596	9.28735e-10
4.594	9.46702e-10
4.592	9.65012e-10
4.59	9.83671e-10
4.588	1.00269e-09
4.586	1.02206e-09
4.584	1.04181e-09
4.582	1.06193e-09
4.58	1.08244e-09
4.578	1.10334e-09
4.576	1.12463e-09
4.574	1.14633e-09
4.572	1.16844e-09
4.57	1.19098e-09
4.568	1.21394e-09
4.566	1.23734e-09
4.564	1.26118e-09
4.562	1.28548e-09
4.56	1.31024e-09
4.558	1.33547e-09
4.556	1.36118e-09
4.554	1.38737e-09
4.552	1.41407e-09
